bank_name,loan_type,interest_rate,tenure_years,min_amount,max_amount,processing_fee,employment_type,location,description
Canara,Personal Loan,11.29,2,100000,2000000,₹2763,Government,Begumpet,"Canara offers a personal loan at 11.29% for up to ₹2000000 in Begumpet, Hyderabad."
ICICI,Vehicle Loan,8.87,5,100000,500000,₹5758,Self-Employed,Secunderabad,"ICICI offers a vehicle loan at 8.87% for up to ₹500000 in Secunderabad, Hyderabad."
IDFC First,Vehicle Loan,12.9,20,100000,2000000,₹9293,Government,Jubilee Hills,"IDFC First offers a vehicle loan at 12.9% for up to ₹2000000 in Jubilee Hills, Hyderabad."
Yes Bank,Education Loan,11.47,2,50000,2000000,₹5109,Government,Kondapur,"Yes Bank offers a education loan at 11.47% for up to ₹2000000 in Kondapur, Hyderabad."
SBI,Personal Loan,7.73,3,200000,2000000,₹6028,Self-Employed,Jubilee Hills,"SBI offers a personal loan at 7.73% for up to ₹2000000 in Jubilee Hills, Hyderabad."
HDFC,Personal Loan,12.39,10,50000,1000000,₹4690,Self-Employed,Tolichowki,"HDFC offers a personal loan at 12.39% for up to ₹1000000 in Tolichowki, Hyderabad."
PNB,Personal Loan,13.43,10,200000,1000000,₹9149,Pensioner,Tolichowki,"PNB offers a personal loan at 13.43% for up to ₹1000000 in Tolichowki, Hyderabad."
BOB,Home Loan,12.15,5,100000,500000,₹9668,Salaried,Attapur,"BOB offers a home loan at 12.15% for up to ₹500000 in Attapur, Hyderabad."
IDFC First,Vehicle Loan,10.63,10,50000,1000000,₹6234,Self-Employed,Kondapur,"IDFC First offers a vehicle loan at 10.63% for up to ₹1000000 in Kondapur, Hyderabad."
BOB,Personal Loan,10.49,2,100000,1000000,₹2206,Pensioner,LB Nagar,"BOB offers a personal loan at 10.49% for up to ₹1000000 in LB Nagar, Hyderabad."
Kotak,Education Loan,10.23,15,100000,500000,₹8088,Pensioner,Gachibowli,"Kotak offers a education loan at 10.23% for up to ₹500000 in Gachibowli, Hyderabad."
IDFC First,Home Loan,13.19,10,50000,500000,₹1558,Salaried,Kukatpally,"IDFC First offers a home loan at 13.19% for up to ₹500000 in Kukatpally, Hyderabad."
Axis,Education Loan,13.02,3,100000,1000000,₹5333,Self-Employed,Madhapur,"Axis offers a education loan at 13.02% for up to ₹1000000 in Madhapur, Hyderabad."
Axis,Vehicle Loan,10.48,20,100000,2000000,₹2260,Self-Employed,Madhapur,"Axis offers a vehicle loan at 10.48% for up to ₹2000000 in Madhapur, Hyderabad."
Canara,Home Loan,8.91,20,50000,2000000,₹5893,Self-Employed,Secunderabad,"Canara offers a home loan at 8.91% for up to ₹2000000 in Secunderabad, Hyderabad."
Canara,Education Loan,7.53,3,50000,1000000,₹9229,Salaried,Begumpet,"Canara offers a education loan at 7.53% for up to ₹1000000 in Begumpet, Hyderabad."
BOB,Vehicle Loan,13.06,10,100000,2000000,₹1437,Pensioner,Dilsukhnagar,"BOB offers a vehicle loan at 13.06% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
PNB,Home Loan,11.89,3,100000,1000000,₹3887,Government,Madhapur,"PNB offers a home loan at 11.89% for up to ₹1000000 in Madhapur, Hyderabad."
HDFC,Home Loan,14.76,10,100000,2000000,₹7478,Self-Employed,Mehdipatnam,"HDFC offers a home loan at 14.76% for up to ₹2000000 in Mehdipatnam, Hyderabad."
Yes Bank,Vehicle Loan,13.34,2,200000,500000,₹2237,Salaried,Ameerpet,"Yes Bank offers a vehicle loan at 13.34% for up to ₹500000 in Ameerpet, Hyderabad."
Axis,Personal Loan,12.21,20,50000,2000000,₹7206,Self-Employed,Kukatpally,"Axis offers a personal loan at 12.21% for up to ₹2000000 in Kukatpally, Hyderabad."
Canara,Personal Loan,7.8,5,200000,2000000,₹6721,Self-Employed,Tolichowki,"Canara offers a personal loan at 7.8% for up to ₹2000000 in Tolichowki, Hyderabad."
Yes Bank,Vehicle Loan,10.24,5,200000,500000,₹2457,Government,Banjara Hills,"Yes Bank offers a vehicle loan at 10.24% for up to ₹500000 in Banjara Hills, Hyderabad."
Canara,Vehicle Loan,11.73,15,50000,500000,₹6993,Government,Attapur,"Canara offers a vehicle loan at 11.73% for up to ₹500000 in Attapur, Hyderabad."
Canara,Home Loan,13.1,1,200000,500000,₹8363,Pensioner,LB Nagar,"Canara offers a home loan at 13.1% for up to ₹500000 in LB Nagar, Hyderabad."
Yes Bank,Personal Loan,10.6,1,50000,500000,₹8516,Government,Mehdipatnam,"Yes Bank offers a personal loan at 10.6% for up to ₹500000 in Mehdipatnam, Hyderabad."
BOB,Personal Loan,14.92,20,50000,1000000,₹5037,Salaried,Kukatpally,"BOB offers a personal loan at 14.92% for up to ₹1000000 in Kukatpally, Hyderabad."
Kotak,Vehicle Loan,8.46,2,50000,1000000,₹3122,Pensioner,Jubilee Hills,"Kotak offers a vehicle loan at 8.46% for up to ₹1000000 in Jubilee Hills, Hyderabad."
SBI,Home Loan,14.17,5,200000,500000,₹7934,Government,Attapur,"SBI offers a home loan at 14.17% for up to ₹500000 in Attapur, Hyderabad."
Canara,Home Loan,13.11,10,200000,1000000,₹9259,Salaried,Mehdipatnam,"Canara offers a home loan at 13.11% for up to ₹1000000 in Mehdipatnam, Hyderabad."
Kotak,Education Loan,10.93,15,100000,2000000,₹9258,Government,Mehdipatnam,"Kotak offers a education loan at 10.93% for up to ₹2000000 in Mehdipatnam, Hyderabad."
Canara,Vehicle Loan,12.17,2,200000,500000,₹9952,Pensioner,Banjara Hills,"Canara offers a vehicle loan at 12.17% for up to ₹500000 in Banjara Hills, Hyderabad."
SBI,Home Loan,13.07,1,200000,500000,₹9899,Government,Dilsukhnagar,"SBI offers a home loan at 13.07% for up to ₹500000 in Dilsukhnagar, Hyderabad."
Kotak,Personal Loan,12.4,5,50000,1000000,₹2878,Government,Kondapur,"Kotak offers a personal loan at 12.4% for up to ₹1000000 in Kondapur, Hyderabad."
PNB,Education Loan,10.23,3,100000,1000000,₹2880,Salaried,Secunderabad,"PNB offers a education loan at 10.23% for up to ₹1000000 in Secunderabad, Hyderabad."
Yes Bank,Personal Loan,11.28,10,100000,2000000,₹2462,Salaried,Hitech City,"Yes Bank offers a personal loan at 11.28% for up to ₹2000000 in Hitech City, Hyderabad."
HDFC,Personal Loan,10.21,20,200000,1000000,₹7331,Salaried,Tolichowki,"HDFC offers a personal loan at 10.21% for up to ₹1000000 in Tolichowki, Hyderabad."
SBI,Vehicle Loan,8.82,5,200000,2000000,₹2932,Salaried,LB Nagar,"SBI offers a vehicle loan at 8.82% for up to ₹2000000 in LB Nagar, Hyderabad."
PNB,Education Loan,10.25,5,50000,500000,₹4639,Self-Employed,Secunderabad,"PNB offers a education loan at 10.25% for up to ₹500000 in Secunderabad, Hyderabad."
IDFC First,Vehicle Loan,7.73,5,200000,1000000,₹6918,Self-Employed,Tolichowki,"IDFC First offers a vehicle loan at 7.73% for up to ₹1000000 in Tolichowki, Hyderabad."
PNB,Home Loan,11.87,2,200000,2000000,₹1242,Government,Ameerpet,"PNB offers a home loan at 11.87% for up to ₹2000000 in Ameerpet, Hyderabad."
BOB,Vehicle Loan,10.74,1,50000,500000,₹4510,Self-Employed,Begumpet,"BOB offers a vehicle loan at 10.74% for up to ₹500000 in Begumpet, Hyderabad."
Kotak,Education Loan,9.47,1,200000,500000,₹4686,Government,Dilsukhnagar,"Kotak offers a education loan at 9.47% for up to ₹500000 in Dilsukhnagar, Hyderabad."
Canara,Personal Loan,13.14,1,100000,500000,₹9336,Salaried,Madhapur,"Canara offers a personal loan at 13.14% for up to ₹500000 in Madhapur, Hyderabad."
Kotak,Home Loan,13.3,5,50000,500000,₹9504,Pensioner,Tolichowki,"Kotak offers a home loan at 13.3% for up to ₹500000 in Tolichowki, Hyderabad."
ICICI,Personal Loan,10.19,1,200000,2000000,₹7997,Self-Employed,Mehdipatnam,"ICICI offers a personal loan at 10.19% for up to ₹2000000 in Mehdipatnam, Hyderabad."
ICICI,Home Loan,8.78,20,50000,2000000,₹9308,Self-Employed,Banjara Hills,"ICICI offers a home loan at 8.78% for up to ₹2000000 in Banjara Hills, Hyderabad."
Yes Bank,Home Loan,9.02,10,50000,2000000,₹3145,Salaried,Secunderabad,"Yes Bank offers a home loan at 9.02% for up to ₹2000000 in Secunderabad, Hyderabad."
Yes Bank,Personal Loan,12.21,10,200000,500000,₹5212,Salaried,Jubilee Hills,"Yes Bank offers a personal loan at 12.21% for up to ₹500000 in Jubilee Hills, Hyderabad."
Yes Bank,Personal Loan,11.93,2,200000,500000,₹6147,Self-Employed,Kukatpally,"Yes Bank offers a personal loan at 11.93% for up to ₹500000 in Kukatpally, Hyderabad."
Yes Bank,Vehicle Loan,7.3,1,50000,2000000,₹2351,Government,Dilsukhnagar,"Yes Bank offers a vehicle loan at 7.3% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
Kotak,Home Loan,12.91,2,200000,2000000,₹4381,Government,Jubilee Hills,"Kotak offers a home loan at 12.91% for up to ₹2000000 in Jubilee Hills, Hyderabad."
Axis,Home Loan,11.54,2,50000,2000000,₹1624,Salaried,Gachibowli,"Axis offers a home loan at 11.54% for up to ₹2000000 in Gachibowli, Hyderabad."
PNB,Personal Loan,11.92,3,100000,2000000,₹9838,Pensioner,Miyapur,"PNB offers a personal loan at 11.92% for up to ₹2000000 in Miyapur, Hyderabad."
IDFC First,Home Loan,12.09,15,200000,500000,₹3027,Self-Employed,Ameerpet,"IDFC First offers a home loan at 12.09% for up to ₹500000 in Ameerpet, Hyderabad."
HDFC,Personal Loan,13.32,20,100000,2000000,₹7764,Salaried,Secunderabad,"HDFC offers a personal loan at 13.32% for up to ₹2000000 in Secunderabad, Hyderabad."
Axis,Vehicle Loan,13.24,5,200000,500000,₹1760,Salaried,LB Nagar,"Axis offers a vehicle loan at 13.24% for up to ₹500000 in LB Nagar, Hyderabad."
IDFC First,Home Loan,13.69,5,200000,500000,₹8057,Pensioner,Miyapur,"IDFC First offers a home loan at 13.69% for up to ₹500000 in Miyapur, Hyderabad."
Yes Bank,Education Loan,13.39,5,200000,500000,₹5767,Salaried,Tolichowki,"Yes Bank offers a education loan at 13.39% for up to ₹500000 in Tolichowki, Hyderabad."
Yes Bank,Vehicle Loan,13.12,15,200000,500000,₹8561,Salaried,Kondapur,"Yes Bank offers a vehicle loan at 13.12% for up to ₹500000 in Kondapur, Hyderabad."
Kotak,Home Loan,14.19,15,100000,2000000,₹3661,Salaried,Hitech City,"Kotak offers a home loan at 14.19% for up to ₹2000000 in Hitech City, Hyderabad."
PNB,Home Loan,12.84,20,200000,1000000,₹3167,Pensioner,Begumpet,"PNB offers a home loan at 12.84% for up to ₹1000000 in Begumpet, Hyderabad."
SBI,Vehicle Loan,7.89,10,100000,2000000,₹8873,Government,Hitech City,"SBI offers a vehicle loan at 7.89% for up to ₹2000000 in Hitech City, Hyderabad."
SBI,Home Loan,8.11,5,200000,2000000,₹9425,Pensioner,Jubilee Hills,"SBI offers a home loan at 8.11% for up to ₹2000000 in Jubilee Hills, Hyderabad."
PNB,Vehicle Loan,9.97,1,100000,2000000,₹6655,Self-Employed,Hitech City,"PNB offers a vehicle loan at 9.97% for up to ₹2000000 in Hitech City, Hyderabad."
SBI,Personal Loan,11.71,3,200000,500000,₹2794,Government,Attapur,"SBI offers a personal loan at 11.71% for up to ₹500000 in Attapur, Hyderabad."
SBI,Home Loan,14.25,20,100000,500000,₹1419,Self-Employed,Kondapur,"SBI offers a home loan at 14.25% for up to ₹500000 in Kondapur, Hyderabad."
Canara,Personal Loan,12.73,15,50000,500000,₹5025,Pensioner,Miyapur,"Canara offers a personal loan at 12.73% for up to ₹500000 in Miyapur, Hyderabad."
BOB,Personal Loan,8.93,2,50000,2000000,₹1353,Government,Dilsukhnagar,"BOB offers a personal loan at 8.93% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
HDFC,Vehicle Loan,11.92,20,200000,500000,₹5320,Self-Employed,Mehdipatnam,"HDFC offers a vehicle loan at 11.92% for up to ₹500000 in Mehdipatnam, Hyderabad."
BOB,Personal Loan,9.77,15,100000,1000000,₹2468,Self-Employed,Mehdipatnam,"BOB offers a personal loan at 9.77% for up to ₹1000000 in Mehdipatnam, Hyderabad."
HDFC,Home Loan,12.42,1,200000,500000,₹2096,Pensioner,Jubilee Hills,"HDFC offers a home loan at 12.42% for up to ₹500000 in Jubilee Hills, Hyderabad."
BOB,Personal Loan,11.54,2,50000,2000000,₹5278,Pensioner,Jubilee Hills,"BOB offers a personal loan at 11.54% for up to ₹2000000 in Jubilee Hills, Hyderabad."
ICICI,Education Loan,13.2,20,100000,500000,₹9446,Pensioner,Tolichowki,"ICICI offers a education loan at 13.2% for up to ₹500000 in Tolichowki, Hyderabad."
Canara,Personal Loan,7.2,2,200000,500000,₹4140,Self-Employed,LB Nagar,"Canara offers a personal loan at 7.2% for up to ₹500000 in LB Nagar, Hyderabad."
SBI,Personal Loan,9.79,15,50000,500000,₹1489,Government,Gachibowli,"SBI offers a personal loan at 9.79% for up to ₹500000 in Gachibowli, Hyderabad."
ICICI,Education Loan,11.01,10,50000,1000000,₹3930,Government,Madhapur,"ICICI offers a education loan at 11.01% for up to ₹1000000 in Madhapur, Hyderabad."
SBI,Home Loan,14.85,5,50000,1000000,₹4250,Government,Begumpet,"SBI offers a home loan at 14.85% for up to ₹1000000 in Begumpet, Hyderabad."
IDFC First,Education Loan,7.87,10,200000,1000000,₹8532,Salaried,Banjara Hills,"IDFC First offers a education loan at 7.87% for up to ₹1000000 in Banjara Hills, Hyderabad."
IDFC First,Education Loan,9.67,5,200000,2000000,₹6850,Self-Employed,Attapur,"IDFC First offers a education loan at 9.67% for up to ₹2000000 in Attapur, Hyderabad."
ICICI,Personal Loan,9.39,2,200000,1000000,₹9087,Government,Mehdipatnam,"ICICI offers a personal loan at 9.39% for up to ₹1000000 in Mehdipatnam, Hyderabad."
HDFC,Home Loan,10.57,3,50000,500000,₹7410,Salaried,Jubilee Hills,"HDFC offers a home loan at 10.57% for up to ₹500000 in Jubilee Hills, Hyderabad."
Yes Bank,Education Loan,13.3,20,50000,500000,₹6841,Pensioner,Tolichowki,"Yes Bank offers a education loan at 13.3% for up to ₹500000 in Tolichowki, Hyderabad."
PNB,Vehicle Loan,13.54,15,100000,1000000,₹9541,Government,Mehdipatnam,"PNB offers a vehicle loan at 13.54% for up to ₹1000000 in Mehdipatnam, Hyderabad."
SBI,Education Loan,13.07,15,100000,1000000,₹7664,Salaried,Dilsukhnagar,"SBI offers a education loan at 13.07% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
Canara,Vehicle Loan,14.13,2,100000,500000,₹2926,Self-Employed,Begumpet,"Canara offers a vehicle loan at 14.13% for up to ₹500000 in Begumpet, Hyderabad."
Axis,Vehicle Loan,13.17,20,50000,1000000,₹7382,Pensioner,Secunderabad,"Axis offers a vehicle loan at 13.17% for up to ₹1000000 in Secunderabad, Hyderabad."
Axis,Vehicle Loan,14.49,20,200000,1000000,₹4404,Self-Employed,Kondapur,"Axis offers a vehicle loan at 14.49% for up to ₹1000000 in Kondapur, Hyderabad."
ICICI,Home Loan,8.72,20,100000,2000000,₹5260,Pensioner,Jubilee Hills,"ICICI offers a home loan at 8.72% for up to ₹2000000 in Jubilee Hills, Hyderabad."
IDFC First,Personal Loan,13.98,2,100000,500000,₹2106,Salaried,Miyapur,"IDFC First offers a personal loan at 13.98% for up to ₹500000 in Miyapur, Hyderabad."
BOB,Personal Loan,10.15,15,50000,1000000,₹8706,Self-Employed,Gachibowli,"BOB offers a personal loan at 10.15% for up to ₹1000000 in Gachibowli, Hyderabad."
ICICI,Home Loan,9.35,3,200000,2000000,₹8831,Salaried,Attapur,"ICICI offers a home loan at 9.35% for up to ₹2000000 in Attapur, Hyderabad."
PNB,Personal Loan,13.9,15,100000,500000,₹6279,Self-Employed,Attapur,"PNB offers a personal loan at 13.9% for up to ₹500000 in Attapur, Hyderabad."
ICICI,Education Loan,10.86,5,50000,2000000,₹2100,Government,LB Nagar,"ICICI offers a education loan at 10.86% for up to ₹2000000 in LB Nagar, Hyderabad."
Axis,Personal Loan,12.72,10,50000,500000,₹5535,Self-Employed,Secunderabad,"Axis offers a personal loan at 12.72% for up to ₹500000 in Secunderabad, Hyderabad."
ICICI,Home Loan,11.41,5,50000,1000000,₹7813,Pensioner,Gachibowli,"ICICI offers a home loan at 11.41% for up to ₹1000000 in Gachibowli, Hyderabad."
IDFC First,Vehicle Loan,13.5,20,50000,2000000,₹1828,Self-Employed,Attapur,"IDFC First offers a vehicle loan at 13.5% for up to ₹2000000 in Attapur, Hyderabad."
Kotak,Vehicle Loan,9.88,3,100000,1000000,₹3948,Pensioner,Attapur,"Kotak offers a vehicle loan at 9.88% for up to ₹1000000 in Attapur, Hyderabad."
Kotak,Home Loan,8.62,3,100000,1000000,₹4787,Self-Employed,Begumpet,"Kotak offers a home loan at 8.62% for up to ₹1000000 in Begumpet, Hyderabad."
Yes Bank,Vehicle Loan,9.57,15,50000,500000,₹3052,Salaried,Kondapur,"Yes Bank offers a vehicle loan at 9.57% for up to ₹500000 in Kondapur, Hyderabad."
BOB,Education Loan,12.65,10,200000,500000,₹7553,Salaried,Begumpet,"BOB offers a education loan at 12.65% for up to ₹500000 in Begumpet, Hyderabad."
BOB,Vehicle Loan,11.31,20,100000,1000000,₹5652,Pensioner,Madhapur,"BOB offers a vehicle loan at 11.31% for up to ₹1000000 in Madhapur, Hyderabad."
ICICI,Education Loan,10.19,15,100000,500000,₹9419,Salaried,Madhapur,"ICICI offers a education loan at 10.19% for up to ₹500000 in Madhapur, Hyderabad."
HDFC,Personal Loan,14.15,3,100000,2000000,₹6863,Government,Kondapur,"HDFC offers a personal loan at 14.15% for up to ₹2000000 in Kondapur, Hyderabad."
Axis,Home Loan,14.9,10,50000,2000000,₹8132,Self-Employed,Miyapur,"Axis offers a home loan at 14.9% for up to ₹2000000 in Miyapur, Hyderabad."
ICICI,Education Loan,13.85,15,50000,2000000,₹9575,Pensioner,Jubilee Hills,"ICICI offers a education loan at 13.85% for up to ₹2000000 in Jubilee Hills, Hyderabad."
Yes Bank,Education Loan,13.4,5,50000,500000,₹7470,Self-Employed,Begumpet,"Yes Bank offers a education loan at 13.4% for up to ₹500000 in Begumpet, Hyderabad."
Yes Bank,Personal Loan,7.19,3,50000,500000,₹5199,Salaried,Begumpet,"Yes Bank offers a personal loan at 7.19% for up to ₹500000 in Begumpet, Hyderabad."
Canara,Vehicle Loan,11.87,20,200000,1000000,₹9584,Salaried,Kukatpally,"Canara offers a vehicle loan at 11.87% for up to ₹1000000 in Kukatpally, Hyderabad."
IDFC First,Vehicle Loan,7.21,15,100000,500000,₹5776,Self-Employed,Gachibowli,"IDFC First offers a vehicle loan at 7.21% for up to ₹500000 in Gachibowli, Hyderabad."
Axis,Personal Loan,7.79,10,50000,1000000,₹5210,Pensioner,Mehdipatnam,"Axis offers a personal loan at 7.79% for up to ₹1000000 in Mehdipatnam, Hyderabad."
IDFC First,Personal Loan,13.33,1,100000,1000000,₹1162,Pensioner,Jubilee Hills,"IDFC First offers a personal loan at 13.33% for up to ₹1000000 in Jubilee Hills, Hyderabad."
HDFC,Personal Loan,10.52,1,200000,2000000,₹1237,Government,Madhapur,"HDFC offers a personal loan at 10.52% for up to ₹2000000 in Madhapur, Hyderabad."
PNB,Vehicle Loan,14.02,15,100000,2000000,₹6885,Government,Miyapur,"PNB offers a vehicle loan at 14.02% for up to ₹2000000 in Miyapur, Hyderabad."
IDFC First,Home Loan,9.72,2,50000,2000000,₹6247,Government,Begumpet,"IDFC First offers a home loan at 9.72% for up to ₹2000000 in Begumpet, Hyderabad."
HDFC,Vehicle Loan,13.66,2,100000,2000000,₹4559,Salaried,Gachibowli,"HDFC offers a vehicle loan at 13.66% for up to ₹2000000 in Gachibowli, Hyderabad."
BOB,Home Loan,9.97,1,100000,2000000,₹7611,Government,Attapur,"BOB offers a home loan at 9.97% for up to ₹2000000 in Attapur, Hyderabad."
HDFC,Education Loan,8.69,5,200000,2000000,₹9688,Pensioner,Kondapur,"HDFC offers a education loan at 8.69% for up to ₹2000000 in Kondapur, Hyderabad."
ICICI,Home Loan,10.66,3,200000,500000,₹8011,Salaried,Secunderabad,"ICICI offers a home loan at 10.66% for up to ₹500000 in Secunderabad, Hyderabad."
BOB,Home Loan,14.12,3,100000,2000000,₹2660,Government,Banjara Hills,"BOB offers a home loan at 14.12% for up to ₹2000000 in Banjara Hills, Hyderabad."
SBI,Personal Loan,7.28,1,100000,1000000,₹5651,Pensioner,Hitech City,"SBI offers a personal loan at 7.28% for up to ₹1000000 in Hitech City, Hyderabad."
SBI,Education Loan,7.82,10,50000,500000,₹9308,Government,Secunderabad,"SBI offers a education loan at 7.82% for up to ₹500000 in Secunderabad, Hyderabad."
